SCENARIO,YEAR,GFA_Bm2,BUILDING_CLASS,EUI_kWh_m2_yr,TOTAL_CONSUMPTION_EJ
data_B1_2080,2080,35.66606225222778,Residential,212.9134765448824,27.337627111636856
data_B1_2080,2080,35.90571654504723,Residential,212.9134765448824,27.52131937478799
data_B1_2080,2080,35.94640913447872,Residential,212.9134765448824,27.552509777255697
data_B1_2080,2080,35.31805088227685,Residential,212.9134765448824,27.070880393284614
data_B1_2080,2080,35.99751296019176,Residential,212.9134765448824,27.591680272766002
data_B1_2080,2080,35.6729210753248,Residential,212.9134765448824,27.342884320770988
data_B1_2080,2080,35.76454199501707,Residential,212.9134765448824,27.4131107035003
data_B1_2080,2080,36.00921031541058,Residential,212.9134765448824,27.600646161203667
data_B1_2080,2080,36.123640484890814,Residential,212.9134765448824,27.688355571944037
data_B1_2080,2080,35.35984277279771,Residential,212.9134765448824,27.102913397412465
data_B1_2080,2080,35.46898699407373,Residential,212.9134765448824,27.186571189560443
data_B1_2080,2080,35.97738545513673,Residential,212.9134765448824,27.576252771294406
data_B1_2080,2080,35.517011107445384,Residential,212.9134765448824,27.223381120929837
data_B1_2080,2080,35.28941213456766,Residential,212.9134765448824,27.04892912206546
data_B1_2080,2080,35.86088062151366,Residential,212.9134765448824,27.48695315431491
data_B1_2080,2080,35.48789959478059,Residential,212.9134765448824,27.201067480801655
data_B1_2080,2080,35.896721382450906,Residential,212.9134765448824,27.514424685962304
data_B1_2080,2080,35.920699378401274,Residential,212.9134765448824,27.53280354448444
data_B1_2080,2080,35.582706585253085,Residential,212.9134765448824,27.273735950193775
data_B1_2080,2080,35.059715595137874,Residential,212.9134765448824,26.872869362528284
data_B1_2080,2080,35.88563991218906,Residential,212.9134765448824,27.50593086627106
data_B1_2080,2080,35.56827041670254,Residential,212.9134765448824,27.262670792791067
data_B1_2080,2080,35.65020154927325,Residential,212.9134765448824,27.32547006497347
data_B1_2080,2080,35.8330892292108,Residential,212.9134765448824,27.465651371283307
data_B1_2080,2080,35.82180249698128,Residential,212.9134765448824,27.457000220651157
data_B1_2080,2080,35.28184250596206,Residential,212.9134765448824,27.043127088672197
data_B1_2080,2080,36.09929558206634,Residential,212.9134765448824,27.66969548351661
data_B1_2080,2080,35.60869542223453,Residential,212.9134765448824,27.29365609527286
data_B1_2080,2080,35.24646447148059,Residential,212.9134765448824,27.016010231539006
data_B1_2080,2080,35.57467648831389,Residential,212.9134765448824,27.267580973111034
data_B1_2080,2080,35.00845417708268,Residential,212.9134765448824,26.83357807429758
data_B1_2080,2080,35.20951302998053,Residential,212.9134765448824,26.98768737599577
data_B1_2080,2080,36.03479617704278,Residential,212.9134765448824,27.620257430305493
data_B1_2080,2080,35.62124899450495,Residential,212.9134765448824,27.303278264247403
data_B1_2080,2080,18.000355272721162,Commercial,319.5494788533184,20.707214927661465
data_B1_2080,2080,18.132009536558634,Commercial,319.5494788533184,20.85866711269456
data_B1_2080,2080,17.838009642181653,Commercial,319.5494788533184,20.520456065782618
data_B1_2080,2080,17.119537509191236,Commercial,319.5494788533184,19.693941441378826
data_B1_2080,2080,18.39741584586563,Commercial,319.5494788533184,21.16398472485892
data_B1_2080,2080,18.06416791836696,Commercial,319.5494788533184,20.780623599238783
data_B1_2080,2080,17.054214705191484,Commercial,319.5494788533184,19.618795516667536
data_B1_2080,2080,17.968258339279675,Commercial,319.5494788533184,20.670291317587004
data_B1_2080,2080,17.98406706769229,Commercial,319.5494788533184,20.688477332919113
data_B1_2080,2080,17.65261592842806,Commercial,319.5494788533184,20.307183193177107
data_B1_2080,2080,16.93677569470007,Commercial,319.5494788533184,19.483696248109045
data_B1_2080,2080,17.601651404427923,Commercial,319.5494788533184,20.248554719673802
data_B1_2080,2080,18.84671784457157,Commercial,319.5494788533184,21.680851915182174
data_B1_2080,2080,17.286805260801053,Commercial,319.5494788533184,19.886362603660004
data_B1_2080,2080,16.309765665428163,Commercial,319.5494788533184,18.762397626986335
data_B1_2080,2080,17.095891396569673,Commercial,319.5494788533184,19.666739470704368
data_B1_2080,2080,18.916768853735054,Commercial,319.5494788533184,21.761437063678997
data_B1_2080,2080,17.549125168093813,Commercial,319.5494788533184,20.18812968646571
data_B1_2080,2080,18.070612114729684,Commercial,319.5494788533184,20.788036861760396
data_B1_2080,2080,17.293669528308754,Commercial,319.5494788533184,19.89425910683727
data_B1_2080,2080,16.812801909532418,Commercial,319.5494788533184,19.34107951771858
data_B1_2080,2080,18.10122912844546,Commercial,319.5494788533184,20.823258004557314
data_B1_2080,2080,16.674442042467287,Commercial,319.5494788533184,19.181913353425024
data_B1_2080,2080,18.243145044814636,Commercial,319.5494788533184,20.986514970177655
data_B1_2080,2080,17.515944372256897,Commercial,319.5494788533184,20.149959224802267
data_B1_2080,2080,17.40804767796561,Commercial,319.5494788533184,20.025837228051472
data_B1_2080,2080,19.985827454029685,Commercial,319.5494788533184,22.99125869059511
data_B1_2080,2080,16.806432986707268,Commercial,319.5494788533184,19.3337528482279
data_B1_2080,2080,18.114383895256836,Commercial,319.5494788533184,20.838390960521757
data_B1_2080,2080,17.780478118164503,Commercial,319.5494788533184,20.454273059120272
data_B1_2080,2080,19.251860075144577,Commercial,319.5494788533184,22.146918674290045
data_B1_2080,2080,18.529254017080014,Commercial,319.5494788533184,21.31564847291523
data_B1_2080,2080,17.831140607531967,Commercial,319.5494788533184,20.512554078589503
data_B1_2080,2080,17.79273577341608,Commercial,319.5494788533184,20.468373997571657
data_B1_2080,2080,17.042202553979283,Commercial,319.5494788533184,19.604977000692376
data_B1_2080,2080,16.876311812229947,Commercial,319.5494788533184,19.41413992043105
data_B1_2080,2080,17.645701722454273,Commercial,319.5494788533184,20.29922924188092
data_B1_2080,2080,18.46001277379866,Commercial,319.5494788533184,21.235994861374667
data_B1_2080,2080,18.641485261108937,Commercial,319.5494788533184,21.444756840861036
data_B1_2080,2080,18.923451027045953,Commercial,319.5494788533184,21.769124089675778
data_B1_2080,2080,18.5090103972108,Commercial,319.5494788533184,21.292360655469707
data_B1_2080,2080,17.64124180397291,Commercial,319.5494788533184,20.29409864922571
data_B1_2080,2080,18.151172843103705,Commercial,319.5494788533184,20.88071216132506
data_B1_2080,2080,17.934124416538,Commercial,319.5494788533184,20.63102439958305
data_B1_2080,2080,18.171741189015396,Commercial,319.5494788533184,20.904373536506103
data_B1_2080,2080,15.838849932679047,Commercial,319.5494788533184,18.220666469844623
data_B1_2080,2080,17.674661028486867,Commercial,319.5494788533184,20.332543394023325
data_B1_2080,2080,18.608314256418804,Commercial,319.5494788533184,21.406597642718655
data_B1_2080,2080,17.569497969410943,Commercial,319.5494788533184,20.211566111422933
data_B1_2080,2080,18.55533015792465,Commercial,319.5494788533184,21.345645894897906
data_B1_2080,2080,16.716705622092917,Commercial,319.5494788533184,19.230532450862867
data_B1_2080,2080,18.71051216121247,Commercial,319.5494788533184,21.52416387669884
data_B1_2080,2080,17.722944245849124,Commercial,319.5494788533184,20.38808735102702
